conversationId,timestamp,turnIndex,userUtterance,agentResponse,intent,intentConfidence,sentimentOverall,sentimentScore,latencyMs,ttsEnabled,bargeInDetected
conv-20260603-000015,2026-06-04T01:48:44.309Z,2,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.82,positive,0.8011102148971361,1831,False,True
conv-20260603-000015,2026-06-04T01:48:57.309Z,3,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.83,neutral,0.49069978058148944,1380,False,False
conv-20260603-000015,2026-06-04T01:49:05.309Z,4,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.91,neutral,0.4948535771178205,1780,True,False
conv-20260603-000015,2026-06-04T01:49:09.309Z,5,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.88,neutral,0.5172930165478954,895,False,False
conv-20260603-000015,2026-06-04T01:49:18.309Z,6,[MASKED],Processando sua solicitação sobre limite.,limite,0.98,neutral,0.5200820182449354,2232,False,False
conv-20260603-000015,2026-06-04T01:49:29.309Z,7,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.83,neutral,0.5112530952208654,1133,True,False
conv-20260603-000015,2026-06-04T01:49:41.309Z,8,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.91,neutral,0.5113479510340897,2257,False,False
conv-20260603-000015,2026-06-04T01:49:55.309Z,9,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.89,positive,0.7801568687999032,1891,True,False
conv-20260621-000016,2026-06-22T06:33:09.309Z,1,[MASKED],Processando sua solicitação sobre seguros.,seguros,0.82,neutral,0.5509886287336742,2236,True,False
conv-20260621-000016,2026-06-22T06:33:13.309Z,2,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.76,neutral,0.4790526792175258,2929,True,False
conv-20260621-000016,2026-06-22T06:33:19.309Z,3,[MASKED],Processando sua solicitação sobre resgate.,resgate,0.87,positive,0.7861310022707206,1546,True,False
conv-20260621-000016,2026-06-22T06:33:33.309Z,4,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.77,neutral,0.5723528724045177,2549,True,False
conv-20260621-000016,2026-06-22T06:33:43.309Z,5,[MASKED],Você possui R$ 54008.00 investidos.,investimentos,0.92,neutral,0.4835387919686961,1782,True,False
conv-20260621-000016,2026-06-22T06:33:51.309Z,6,[MASKED],Processando sua solicitação sobre seguros.,seguros,0.85,neutral,0.4211726266791172,2384,False,False
conv-20260621-000016,2026-06-22T06:34:02.309Z,7,[MASKED],Você possui R$ 45500.00 investidos.,investimentos,0.8,neutral,0.5558235737206529,2121,True,False
conv-20260621-000016,2026-06-22T06:34:06.309Z,8,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.92,positive,0.8637897203049705,2588,True,False
conv-20260621-000016,2026-06-22T06:34:11.309Z,9,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.77,positive,0.8902584281159165,1308,False,False
conv-20260612-000017,2026-06-13T04:13:54.309Z,1,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.76,positive,0.8663393263326243,803,True,False
conv-20260612-000017,2026-06-13T04:13:58.309Z,2,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.88,neutral,0.5583635594530717,2933,True,False
conv-20260612-000017,2026-06-13T04:14:13.309Z,3,[MASKED],Processando sua solicitação sobre saque_exterior.,saque_exterior,0.79,positive,0.7123747400202202,1271,True,False
conv-20260612-000017,2026-06-13T04:14:21.309Z,4,[MASKED],Você possui R$ 33472.00 investidos.,investimentos,0.92,neutral,0.5981972045293775,2566,True,False
conv-20260612-000017,2026-06-13T04:14:28.309Z,5,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.76,neutral,0.5261773148883959,2174,False,True
conv-20260612-000017,2026-06-13T04:14:39.309Z,6,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.96,positive,0.7666724072121114,1663,True,False
conv-20260612-000017,2026-06-13T04:14:46.309Z,7,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.88,neutral,0.5286986526722639,1028,False,False
conv-20260618-000018,2026-06-18T21:15:47.309Z,1,[MASKED],Processando sua solicitação sobre seguros.,seguros,0.94,positive,0.8670239653269113,1134,True,False
conv-20260618-000018,2026-06-18T21:16:02.309Z,2,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.79,neutral,0.5385691281722453,1036,True,False
conv-20260618-000018,2026-06-18T21:16:05.309Z,3,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.9,neutral,0.5504782330222973,1992,False,False
conv-20260618-000018,2026-06-18T21:16:11.309Z,4,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.91,negative,0.2140838786727783,2421,False,False
conv-20260618-000018,2026-06-18T21:16:18.309Z,5,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.94,neutral,0.42767970692068624,2559,False,False
conv-20260628-000019,2026-06-28T23:53:05.309Z,1,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.8,positive,0.7637369750899463,2031,True,False
conv-20260628-000019,2026-06-28T23:53:18.309Z,2,[MASKED],Processando sua solicitação sobre fatura.,fatura,0.92,positive,0.7277585383636372,1098,False,False
conv-20260628-000019,2026-06-28T23:53:21.309Z,3,[MASKED],Você possui R$ 72932.00 investidos.,investimentos,0.98,positive,0.8217760198232107,577,False,False
conv-20260628-000019,2026-06-28T23:53:28.309Z,4,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.9,positive,0.8245621136681939,1733,True,False
conv-20260628-000019,2026-06-28T23:53:38.309Z,5,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.81,positive,0.7287153680492521,2695,False,False
conv-20260628-000019,2026-06-28T23:53:44.309Z,6,[MASKED],Processando sua solicitação sobre saque_exterior.,saque_exterior,0.88,positive,0.7721207515413752,2206,True,False
conv-20260628-000019,2026-06-28T23:53:54.309Z,7,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.75,negative,0.25770400325590304,2084,False,False
conv-20260628-000019,2026-06-28T23:54:07.309Z,8,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.76,neutral,0.5092027490415383,2883,True,False
conv-20260616-000020,2026-06-16T18:15:02.309Z,1,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.82,positive,0.8724277060938501,1537,True,False
conv-20260616-000020,2026-06-16T18:15:10.309Z,2,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.93,neutral,0.5789274989910107,1009,False,False
conv-20260616-000020,2026-06-16T18:15:15.309Z,3,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.94,positive,0.8454162648685272,2537,True,False
conv-20260616-000020,2026-06-16T18:15:20.309Z,4,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.91,positive,0.7612991712181505,1703,False,False
conv-20260616-000020,2026-06-16T18:15:30.309Z,5,[MASKED],Processando sua solicitação sobre limite.,limite,0.99,positive,0.7549110720149715,2331,True,False
conv-20260616-000020,2026-06-16T18:15:38.309Z,6,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.91,negative,0.18763456498801556,1155,True,False
conv-20260616-000020,2026-06-16T18:15:46.309Z,7,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.86,positive,0.7741929015100202,2823,False,False
conv-20260616-000020,2026-06-16T18:15:58.309Z,8,[MASKED],Processando sua solicitação sobre resgate.,resgate,0.82,positive,0.8921040104529987,2668,True,False
conv-20260616-000020,2026-06-16T18:16:08.309Z,9,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.94,negative,0.24080756224136518,2085,True,False
conv-20260616-000020,2026-06-16T18:16:15.309Z,10,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.79,positive,0.842673978872763,1319,True,False
conv-20260624-000021,2026-06-24T21:44:09.309Z,1,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.78,neutral,0.576849289366924,2769,True,False
conv-20260624-000021,2026-06-24T21:44:23.309Z,2,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.77,neutral,0.5944759463027531,2653,True,False
conv-20260607-000022,2026-06-08T02:51:24.309Z,1,[MASKED],Processando sua solicitação sobre limite.,limite,0.9,positive,0.7186856813767153,2756,True,False
conv-20260607-000022,2026-06-08T02:51:36.309Z,2,[MASKED],Processando sua solicitação sobre resgate.,resgate,0.83,neutral,0.5847859450632602,1201,True,False
conv-20260607-000022,2026-06-08T02:51:39.309Z,3,[MASKED],Você possui R$ 35688.00 investidos.,investimentos,0.91,negative,0.25339180018326224,686,False,False
conv-20260607-000022,2026-06-08T02:51:42.309Z,4,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.81,positive,0.8614698628857596,2734,False,False
conv-20260607-000022,2026-06-08T02:51:46.309Z,5,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.8,neutral,0.5213320525641273,1147,False,False
conv-20260609-000023,2026-06-10T03:20:14.309Z,1,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.87,neutral,0.46170809641088584,1152,True,False
conv-20260609-000023,2026-06-10T03:20:25.309Z,2,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.76,positive,0.7989788407050353,1486,False,False
conv-20260609-000023,2026-06-10T03:20:28.309Z,3,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.84,positive,0.7806508144228718,2265,True,False
conv-20260609-000023,2026-06-10T03:20:40.309Z,4,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.84,positive,0.7900708761280837,1297,False,False
conv-20260609-000023,2026-06-10T03:20:52.309Z,5,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.84,positive,0.8973575328872879,986,False,False
conv-20260609-000023,2026-06-10T03:20:58.309Z,6,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.76,neutral,0.5427183692649613,2585,False,False
conv-20260609-000023,2026-06-10T03:21:03.309Z,7,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.79,positive,0.8981231475122281,2611,False,False
conv-20260629-000024,2026-06-30T03:08:50.309Z,1,[MASKED],Processando sua solicitação sobre saque_exterior.,saque_exterior,0.76,positive,0.8896410341568604,2057,True,False
conv-20260629-000024,2026-06-30T03:09:00.309Z,2,[MASKED],Processando sua solicitação sobre fatura.,fatura,0.85,positive,0.8549944603614182,2215,False,False
conv-20260629-000024,2026-06-30T03:09:14.309Z,3,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.99,neutral,0.49567419666868023,1065,False,False
conv-20260629-000024,2026-06-30T03:09:19.309Z,4,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.94,positive,0.8441849122654586,2683,False,False
conv-20260613-000025,2026-06-13T23:43:51.309Z,1,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.81,positive,0.7958158526032967,823,True,False
conv-20260613-000025,2026-06-13T23:43:58.309Z,2,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.89,positive,0.7484916076820574,1612,True,False
conv-20260626-000026,2026-06-27T04:30:16.309Z,1,[MASKED],Você possui R$ 53034.00 investidos.,investimentos,0.94,negative,0.13726232638449778,1220,False,False
conv-20260626-000026,2026-06-27T04:30:19.309Z,2,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.86,neutral,0.5282624819029875,2826,False,False
conv-20260626-000026,2026-06-27T04:30:24.309Z,3,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.79,positive,0.7917828942064723,2417,False,False
